trial LL w1 w2 p1 kappa delta 
0 2016.7568952805266 0.05637742311302672 0.39335181218188586 0.6650706595723296 2.3173152545211595 0.05657846958584651
1 2156.204313926274 0.014059385516781491 0.5775393194349385 0.6998603129871724 2.0753059628011865 0.3698008254613749
2 2002.0402392852536 0.013050395232017098 0.3521152783278606 0.5617855266114619 2.4928685117599474 0.1995979877969958
3 2178.408150328356 0.060970587141957605 0.49748561982660877 0.6963407628949222 2.4344535681143307 0.05222668102558877
4 2034.633603628386 1.4043190047452762e-08 0.38884285708055255 0.5081200534572964 2.406184572365928 0.2035184429527404
5 2063.530965164527 0.026597766498313646 0.3589568006318948 0.5854081769040691 2.8243358152177054 0.06259831059454593
6 1996.1455429324067 0.014907678761967438 0.2899576394630827 0.5612234465843062 1.4629783928674491 0.16544763130103746
7 2030.0417379033254 0.005453205662518028 0.2720797471332457 0.4781908773275627 2.5138852773832667 0.12270498498801731
8 2159.5211575812077 0.0014175480510807334 1.0494744358719783 0.8232735950877966 2.0789814634700132 0.9469617356045666
9 1900.799819019772 0.00990796610013496 0.2336890918550589 0.49932751392023944 2.2332872494305755 0.017332098756285542
10 2153.7549722742783 0.007139327720184048 0.32962124264678183 0.4449110141880896 2.7473662543709763 0.1901769843110492
11 2200.690189668895 0.012940796132440254 0.41681497889508295 0.5703159165380678 2.16031521926581 0.23382957018482164
12 2059.110854356884 0.05727542938831125 0.6014397308558221 0.7925541955986497 2.4142824649651184 0.10454010751291637
13 2142.5215695489446 0.05923997985824554 0.4280962186135904 0.6385113027855619 2.0470389885295686 0.1154768013911267
14 1972.565956116333 0.00011155524427550365 0.32856218870255066 0.5550763853831779 1.7834299026085367 0.27211394091231184
15 2128.727124298514 0.037145440041126104 0.3532188659853841 0.5865256316010162 2.5369267633629207 0.1604381017516026
16 2070.699476290298 0.0023865140465314065 0.26111037068010945 0.3422428456379666 1.8749860344879319 0.05748113761249869
17 1983.342609568156 0.026418168070701777 0.5297400974974281 0.6541360479667404 2.422397169483004 0.08263838237360026
18 2027.9840596988004 0.009646062302274362 0.34481305013519836 0.5014650450792411 2.3592323238840742 0.21167013843146001
19 2154.837041411068 0.005239057089949615 0.28880677647450526 0.4613997382557057 2.351704341853206 0.30272639770779797
20 1998.8617052722886 4.16926071440018e-06 0.34775215949264576 0.5832753935330858 2.1164055507855353 0.34620386663668196
21 1919.865959800977 0.026488971675709343 0.3373598655965885 0.6391686829980325 1.7381925659353255 0.0993354156491149
22 1900.3258623000781 0.030850107036776087 0.38921434940594973 0.6599842852753307 2.035639682862321 0.2565689735202194
23 2086.9324074657866 0.056957134827987685 0.5561863013271573 0.6824470019047457 2.1614142839756556 0.10994347084464477
24 2042.5706192250495 0.0011721401529662574 0.4221982794693474 0.6487562047529604 2.4409940671345276 0.2959432669756414
25 2092.21873091784 0.010462224677671056 0.5283901504531276 0.6453228068342209 2.5002773298256735 0.4474610685346554
26 2156.3541108220766 0.01626585357844559 0.3496783076191159 0.45182634387603027 2.064246819903567 0.09017939652941634
27 2100.2706634186425 0.06281431073109774 0.38734923192976306 0.6287436133223743 2.2209815356896168 2.499929285810602e-06
28 2158.2395797051354 0.023991273360330485 0.43674798527289643 0.6248930638638389 2.168898659253783 0.11161461239108252
29 2284.2664630212826 0.06007937125837619 0.6123120057735201 0.6816179920121568 2.206910061530108 0.15402549375358723
30 2199.1982624426732 1.706180569076574e-06 0.4038080000699458 0.5221893164406373 2.274525372289866 0.30119990544072567
31 2090.8126137759095 0.016894134452859675 0.5351704698102061 0.6673060779701141 2.6296956894511516 0.1732790661386328
32 2201.6991121497344 0.02878447596541361 0.4616122907684034 0.5312382853449872 2.7034533012316753 0.15276906715648517
33 2067.0121449719295 0.02921848346543796 0.27606494096841483 0.4690973075070515 2.069220911276166 0.04717984435803573
34 2096.223080517563 0.042359716617693076 0.3867352926335592 0.6113065872983438 2.351794004641419 0.09712134168558524
35 2209.531747830474 0.0003482043006371807 0.30719848227262464 0.4503043589078996 2.0007794797328327 0.27066440894562505
36 2037.5094690858527 0.01675017311377101 0.29493350275016106 0.5168132647820097 1.7972984681292936 0.0890002569658215
37 2203.499967289032 0.024659969553789816 0.4911172250625597 0.5940500644093193 1.92013933551769 0.21368549353613897
38 2116.3619031212006 0.013362983772216645 0.3503454312965687 0.5298500244920715 1.9858227604977166 0.22186491056887792
39 2118.6691047501986 0.032698015243651755 0.5978907154327394 0.6456678614703613 2.1987506436472026 0.35627139473848063
40 2046.599175740609 0.011020491020465126 0.27741550287703287 0.44658884802446525 2.13230069755023 0.09933129897609017
41 2227.0116998225017 0.05437031589110101 0.447140797836955 0.5818350250797195 2.1364339657155687 0.054151596489832615
42 1941.118203167025 0.0020969436979007463 0.35458146410456914 0.5096078685794734 2.197748474142058 0.25328021628134595
43 2196.1011438428527 0.015117520899045955 0.34273010231578555 0.47439689069679347 2.4355867457186786 0.1198503018105097
44 2167.026630217403 0.004992453297808351 0.6094998659408065 0.6429038697754215 2.8384163940918556 0.32030476400739916
45 2048.6805700116815 0.03533921325295062 0.5603156854630608 0.6646922301502506 1.8968050678348787 0.130032827147526
46 1994.3761415974361 0.03421838141840622 0.41741519269657923 0.6612400571740213 1.850687759792311 0.09614119961930508
47 2145.71792671798 0.07350762638745936 0.5577743782897815 0.7542372284154506 2.5977336225657406 0.05678232963471111
48 1970.4977562491429 0.0008758889339807308 0.4749960974166061 0.5485089431007687 2.397165104660377 0.18908054704539645
49 1907.1666014529135 0.05106913640404054 0.3763658478777846 0.6452163804502958 2.1244082303862406 8.917475174368355e-06
