trial LL w1 w2 p1 kappa 
0 1714.3107189589687 0.013150233209733462 0.1916989924024676 0.6207618230124854 1.9413594522882325
1 1764.0073095956452 7.131562025969994e-07 0.23088362220419237 0.6127662617833403 1.8672054804508116
2 1888.5852646230198 0.00891623499779791 0.3601180146329931 0.6253537878098075 2.2259158347619064
3 1865.7560545794915 0.012633091483772394 0.20968168655900954 0.6588703607631825 1.7555070209564596
4 1696.127441442801 0.017034822240483385 0.3245708954823213 0.7442992112317485 2.170451968231977
5 1720.4274593570851 0.012579688538194144 0.3271576516638119 0.7395770170582073 2.5793970780518105
6 1619.5258009021359 9.041070570559113e-07 0.17987194095792272 0.6775713142091296 2.124947876984503
7 1947.9765762211248 0.010083807681755966 0.366820976032028 0.5921427949859358 2.2345894678032145
8 1957.7101705233172 0.007207725162407719 0.229683274613824 0.5756463477966179 1.8934509032109854
9 1848.5362609822635 0.013443818112061127 0.3318111707653829 0.724641427748849 2.3310586439830856
10 1827.949581361603 0.006340611640414115 0.27405297488260555 0.655906029368027 2.370218402287677
11 1925.1833433892145 0.022736445306301048 0.3511367089030336 0.7075342461399368 2.1575703166045943
12 1732.5075563858604 0.0052722607593131045 0.21567677836038354 0.6941493592979083 1.6625619232292954
13 1830.9463587911046 0.0053044228530907955 0.2484519695809401 0.6350434734349052 2.026777137027783
14 1835.8552188984731 0.011512119522058299 0.2579497375704803 0.6595675140730741 2.2710864873309466
15 1889.8867096973763 0.012996157469812758 0.2587068386965933 0.6405480794573439 2.1616429166774687
16 1808.1469270113244 0.019797925309767532 0.3069756022288452 0.7510029743356873 2.0588770094310145
17 1901.1814340129597 0.01333129611186996 0.19339062593741393 0.5903780877038572 1.6436501674636146
18 1733.2190657242977 0.012381341623791883 0.2552582378524799 0.6686371627241802 2.685042225969373
19 1885.9686982258413 0.012958344602174258 0.31244613095026214 0.6988714432224823 2.333155819533902
20 1717.2595633426286 0.009491421578389706 0.2511662352281199 0.6173214757268263 2.422358502917874
21 1814.7544651182 0.0031945441768803998 0.2229683192400168 0.636696490450992 2.321843503242246
22 1779.5376238448926 7.740712892516746e-05 0.19153951250999687 0.5716651093833134 2.3822059751596383
23 1867.6465072527037 0.008063776187441972 0.2546998635562917 0.5578640611531869 2.798363319261667
24 1861.9274986497046 0.01782645142161188 0.3244425483885684 0.7127864666901872 2.065591061488015
25 1786.0213954143971 0.003781431143772936 0.2799639602280072 0.6319306824238182 2.561073851319241
26 1818.1204565413498 0.009336919802065304 0.23101255449423833 0.5773128756037966 2.1969068612518763
27 1826.331607457347 0.0056656585026935765 0.19482866905479204 0.6022782792933499 1.9663966853601738
28 1926.0387756525251 0.009090532442198882 0.2629667773315146 0.6261872110403477 1.7414451998701683
29 2023.7740087553925 0.002021577558096678 0.25285269580666614 0.4980413002176535 2.198276255311172
30 1916.303009142401 0.0029038559735175893 0.24879260844296736 0.5295736607932202 2.1499399122406535
31 1733.0944833803667 0.00027471325844471766 0.21460685221354345 0.615819022274511 2.128886487378117
32 1858.1581408257618 0.014318040241366518 0.27712816979972366 0.7070591240739705 2.194396452331873
33 1745.4982274137524 0.0033099676258910764 0.2765607095919533 0.6504091692585068 2.108313135047766
34 1820.5002495171138 0.002150740577510762 0.2113659187898694 0.6005867076408237 1.8991956500069596
35 1856.868338195135 0.020178591590715434 0.2805064111987209 0.6646488856578641 1.583569604655946
36 1903.2807032852868 0.0017971446081342507 0.28262657387553264 0.5462365880447481 2.1769865184362214
37 1897.8987378357608 0.009143802766533596 0.24125123657158432 0.5246461375247236 2.420477840083202
38 1840.344044199056 0.008361014297224937 0.24963894737148884 0.6428215300293134 2.287191670854809
39 1809.5777084731392 0.009820494129777996 0.29907168515623805 0.6193225674290499 2.7147300081038344
40 1880.714198008496 0.00886263302871793 0.2684213570730465 0.6436236049760989 2.0073740642139017
41 1823.9952335019811 0.0008245872347947611 0.29887736473791054 0.5538049837340372 2.275075723014202
42 1804.8674267988256 2.2585268733226446e-07 0.2035733119533517 0.5324969563542195 1.7487458145069403
43 1887.5833352189711 0.021360585023821654 0.31305484162745945 0.6260710240387902 2.1991161465094313
44 1874.414958661259 0.008398488645619134 0.22391452645258608 0.5860507121232733 1.9802036098381948
45 1915.139361341997 0.010485757124442255 0.27860847318100085 0.6142574135896153 3.0032845520085587
46 1760.3362333293635 0.004138274258879778 0.2394880967800641 0.6057580846165428 2.012889485595019
47 1832.4404121069047 0.016972242356947487 0.2560268755972046 0.6550992389274882 2.3192077997192975
48 1812.949617363221 0.008971163070791712 0.22402797682932055 0.6350316389676691 1.6942045719915166
49 1816.0266608204001 0.003840759601388893 0.22382678564263 0.5723626005858654 2.4622634821659104
