trial LL w1 w2 p1 kappa 
0 8192.079286791859 0.056332745177975485 0.3066046292942152 0.2874664571791224 1.0000067523246186
1 8091.057438412275 0.035977326093792124 0.26240798429321543 0.2693529486167303 1.0000016274657895
2 8190.9016738213395 5.056383144511131 0.18712229668366662 2.7652008467282583e-07 1.0000010029709197
3 7967.236121360961 0.02489047406356708 0.25304023170177725 0.22627030517614205 1.0000004310185755
4 8212.574016268582 0.28224403370226886 0.05207385442923743 0.7049423653736319 1.0000002099030583
5 8104.225341367392 0.044843873960292706 0.283992879027042 0.27581260345028763 1.1074946059902724
6 8015.447717144831 0.2650000080823797 0.051934971524813606 0.663096797356628 1.0000897163720484
7 8154.107239908643 0.39075801924849357 0.10212330261544425 0.416804105268249 1.0000055829656993
8 8091.537894771037 0.04767188722625738 0.24011210932076812 0.284285485509687 1.0000798824932158
9 7958.571073343228 7.367682419543807 0.174699753341485 4.191616189398745e-07 1.0000020414089985
10 8192.830642174327 5.81636192402228 0.18123587359527857 2.7110181160288847e-06 1.0617875096495712
11 8185.508434304852 0.04673818630235325 0.2722009369014143 0.27452641475058376 1.0000003100542019
12 7944.996149746029 0.2909685692641153 0.07591027433339011 0.560978619985307 1.0000119791967652
13 8294.770183316112 3.42256535402566 0.1824079521918841 5.3400221759247316e-08 1.0000008820615556
14 8315.696669539844 0.31492976952908736 0.06992146520087938 0.6504282322501203 1.0000022858014614
15 8062.81585558369 0.0603524330878476 0.2546059978751134 0.41435684322168675 1.0000014055924975
16 8140.0290248343545 0.03968870597132847 0.24311941229707595 0.18013071126672173 1.0000001630541981
17 7530.430936872994 0.2669088158930778 0.0657538112397898 0.579900975875704 1.0000207215940644
18 7851.591352083084 0.053100794601319806 0.266940520549298 0.34540580793316256 1.0923290157703198
19 8287.685343281797 5.626670876529298 0.19642378828721258 1.8967551204396915e-07 1.0000013405294979
20 8368.329785525695 4.733005814351305 0.2079980723962659 7.216650343480419e-08 1.0000004022424431
21 8002.299184926408 0.0884645317874315 0.33569660332975054 0.5631810097418454 1.0000009330139064
22 8209.106086927788 5.205524398326507 0.18572779868970965 4.1754525751544637e-08 1.0000002376693384
23 8041.164698249061 0.061995166114144 0.2857983535276959 0.3625293852615337 1.0565781773018836
24 7875.642847222535 0.0662002192262016 0.2649499018358395 0.4560930759682935 1.000066326581015
25 8125.473177153342 0.03889221902369533 0.27954963288155543 0.25768395289213436 1.0000105397644208
26 8191.173790000774 4.894583968200549 0.18923316257566591 1.898539399501748e-07 1.0000033608783523
27 8094.860768594662 6.151226549030691 0.16945225631757985 2.998963960833899e-08 1.0000002427282584
28 8194.523968240637 0.08635644025171893 0.3125718475707743 0.4872689760078658 1.0000059125561473
29 8187.462279748762 5.304314077780051 0.20882490366741283 1.281659329371225e-06 1.0000264995372254
30 8067.849464300987 6.2324043508846705 0.18359652000040452 2.391978861806885e-05 1.0000729951516065
31 8536.329639764452 4.774666453515997 0.20240674230277658 3.174120437225064e-05 1.0000837627850656
32 8173.101591423678 5.927112083408142 0.1854997962357688 8.180373583470368e-07 1.000009496203617
33 8340.790007973297 0.0621668492560956 0.29070124864499575 0.3650933467389567 1.0000089406967305
34 8143.28180840402 0.06095499652568541 0.3321164449245475 0.3390948170658531 1.0314789771793984
35 8145.065828165221 7.025173187092412 0.1702435033439457 2.397548288978038e-07 1.0000017935939243
36 8008.114215829645 0.08122022444901732 0.29182174348569784 0.4605024149132349 1.0000008373670595
37 8267.808106722878 0.0690204668586757 0.32588866511310055 0.3625370929171079 1.0000083714651866
38 8263.985286561576 5.941621117414615 0.19718415071886944 0.001107393143907817 1.0001117772999963
39 8144.810091280938 5.6420898814987135 0.18789788715386233 1.271057895214203e-06 1.0000032809280506
40 8127.8813141810015 5.365958724349758 0.1738525786814347 1.269706826213577e-05 1.000094784475221
41 8157.002094049026 0.05660876022979704 0.27634131829276404 0.2956014392763511 1.0000009964420886
42 8300.189070306371 5.958692943571687 0.1849271815384393 7.126133635954892e-07 1.0000043710496969
43 8212.950177562268 0.06731266342613962 0.2923548958907302 0.3651808828543955 1.0008427414504337
44 8211.28873397143 5.497042629821486 0.19207878777864507 1.664721563066092e-07 1.0000019437217196
45 8236.19823991114 0.09653127394630871 0.3263147340486005 0.5308702117865394 1.0000017026317667
46 8145.959857280663 0.32002966411490896 0.06570197768743116 0.5988872147454003 1.0000021020120362
47 8148.541026463585 0.04574295914138092 0.2794527013039436 0.3041611335912961 1.00003217185266
48 8228.366603362707 0.05156906202734306 0.2961069230971215 0.2648515124072587 1.0000002538728732
49 8285.940765406023 0.0693872016796743 0.2942708244870554 0.38970470407594343 1.00001306390023
