trial LL w1 w2 p1 kappa delta 
0 1714.1343597106525 0.008923705770296195 0.20202906323483083 0.6213094549725048 1.9472969468597314 0.05215676005288582
1 1764.007506547643 7.108415903070176e-07 0.2308864953878206 0.6127898040260907 1.8671164353498868 2.2215239146199862e-05
2 1887.3214085767108 1.5570531622846736e-05 0.38854396725325463 0.6232166755017259 2.254111129848497 0.05972789899731949
3 1863.467570243076 0.006273132858332488 0.2615792299471372 0.6970589236783239 1.7563960567708046 0.1040417259305897
4 1696.0569920234334 0.015441896531659166 0.3338320914360268 0.74652914106671 2.17508844577397 0.016836315544997413
5 1720.430059101475 0.012572720422495657 0.32721995768085477 0.739567841627354 2.5797223466232766 8.641009238300738e-05
6 1619.526000786224 9.037280642063581e-07 0.1798786714467549 0.6775764306015358 2.1250067030834408 9.627303987862527e-06
7 1941.9058725439713 4.200300091931442e-07 0.45858910460576746 0.6362725785346418 2.268635142349057 0.09902139214199694
8 1955.5490477708004 0.0001703542300039903 0.26830138969020595 0.6034454100205463 1.9103121851321638 0.08443614022528836
9 1848.2324494994882 0.011054889886829521 0.3507352451981962 0.7289235181353296 2.3493869399493796 0.023042417179382522
10 1827.9388174990122 0.005867002614897758 0.27710791462875983 0.6575185302063953 2.374730394201909 0.004915920849850763
11 1923.8514850326096 0.017983123058441373 0.4122255421570465 0.7326196015978601 2.182263374927038 0.05676079802571219
12 1732.2391871037792 0.003206577430914579 0.23125768463171528 0.7065762966230312 1.6650221441666921 0.0366175707277156
13 1830.9477403554806 0.005297515782104345 0.24847717921495754 0.6350388174746255 2.026796801957469 8.260331456360685e-05
14 1835.7099641075497 0.00956960941429114 0.2659750654630532 0.6613301075784407 2.271967964204304 0.01902892446478784
15 1889.886654820081 0.012962587769910045 0.2590115039968466 0.6408004102995553 2.161723738619815 0.0005577015619277565
16 1806.454084549932 0.01382060441968637 0.3680391814382636 0.770353217883125 2.081339380607735 0.06895747049889978
17 1901.1808376851004 0.013341906096179168 0.1935489162208735 0.5907112445402638 1.6450540602556754 7.970301100453602e-05
18 1733.177272698045 0.010973625998063652 0.2624984301893772 0.6713285607507284 2.69278461444666 0.01591853778224938
19 1883.5776609805528 0.006288165528867691 0.3549637727168987 0.7089117461688624 2.3689777495244235 0.05897599797093442
20 1717.2597631318677 0.009490873309542014 0.25116903132372337 0.6173249685126302 2.4222525784423437 1.0795750622660634e-05
21 1813.9897646346717 0.0007744902013506982 0.2546032420047667 0.6669185863030238 2.343881089839607 0.05331648132063213
22 1779.5295920298531 4.134215494307743e-06 0.19122578920405328 0.5709969993535469 2.3819897366799037 5.532560449768013e-06
23 1867.5646016035855 0.005877057383160213 0.26082972423531764 0.5611582154072136 2.804677073815995 0.019843557096207592
24 1859.6426102212897 0.011263819846062506 0.4398218434877222 0.7614815305380757 2.104165349529806 0.1029126309857205
25 1784.5824051394438 0.0017176710367695213 0.32306576903431433 0.6647930585205387 2.6382055794376438 0.038492356880855526
26 1812.248655180201 1.082480476215513e-05 0.36655781036694524 0.686416581603163 2.2938593840691106 0.18828641738932195
27 1825.5216170949645 4.051950228715216e-05 0.21219428683627425 0.6069788823334222 1.984360543422003 0.06926255874217489
28 1926.0404898925365 0.009027457111685787 0.26331403259412106 0.6261947049987566 1.742042822323666 0.0006358407053146928
